Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,1/10/2024,Overnight
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,5/20/2024,Express
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,3/6/2024,Overnight
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,1/12/2024,Standard
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,12/13/2023,Express
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2/25/2024,Express
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,9/15/2024,Express
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,4/9/2024,Overnight
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,8/12/2024,Standard
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2/12/2024,Overnight
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2/26/2024,Standard
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,9/5/2024,Overnight
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,1/8/2024,Express
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,8/24/2024,Standard
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,12/6/2023,Express
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166,20.75,8,3/22/2024,Express
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,12/9/2023,Overnight
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,11/4/2023,Express
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,5/2/2024,Standard
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,3/27/2024,Express
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,7/6/2024,Standard
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,12/1/2023,Express
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,12/22/2023,Overnight
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,6/10/2024,Express
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,7/22/2024,Standard
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,12/14/2023,Overnight
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,9/21/2024,Overnight
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,12/2/2023,Express
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,12/30/2023,Standard
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,4/14/2024,Standard
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,10/26/2023,Standard
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,12/6/2023,Express
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2/26/2024,Overnight
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,83,20.75,4,1/19/2024,Overnight
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,5/23/2024,Express
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,9/13/2024,Express
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,7/19/2024,Overnight
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,3/5/2024,Standard
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,3/14/2024,Standard
1148,77,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,8/17/2024,Standard
1149,60,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,10/30/2023,Overnight
1149,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,7/6/2024,Express
1149,60,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83,20.75,4,8/11/2024,Express
1150,21,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,3/16/2024,Express
1151,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,4/10/2024,Express
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166,20.75,8,7/18/2024,Express
1152,45,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2/10/2024,Express
1154,70,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,9/9/2024,Overnight
1155,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,3/17/2024,Express
1155,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,5/22/2024,Express
1160,22,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,83,20.75,4,9/4/2024,Express
1162,20,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,8/2/2024,Overnight
1167,66,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,12/5/2023,Express
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,10/27/2023,Overnight
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,10/3/2023,Overnight
1169,57,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,5/23/2024,Overnight
1170,54,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,4/1/2024,Overnight
1171,50,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,10/8/2023,Standard
1171,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,12/15/2023,Overnight
1171,50,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,8/6/2024,Standard
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,9/7/2024,Overnight
1174,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,2/11/2024,Overnight
1174,29,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,8/13/2024,Standard
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,11/5/2023,Standard
1175,62,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,9/17/2024,Express
1177,49,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,5/30/2024,Overnight
1178,19,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,4/23/2024,Overnight
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,3/15/2024,Express
1181,50,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,8/4/2024,Standard
1182,78,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,11/15/2023,Standard
1182,78,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,11/17/2023,Overnight
1183,80,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,9/29/2023,Standard
1183,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,9/18/2024,Standard
1184,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,8/9/2024,Express
1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2/6/2024,Express
1186,18,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,12/1/2023,Express
1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2/2/2024,Express
1188,52,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,1/28/2024,Standard
1188,52,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,8/21/2024,Standard
1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,11/17/2023,Express
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,12/3/2023,Overnight
1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,12/26/2023,Express
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,8/10/2024,Standard
1192,60,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,11/24/2023,Overnight
1192,60,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2/25/2024,Standard
1192,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,9/14/2024,Overnight
1193,19,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,6/4/2024,Express
1193,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,8/18/2024,Overnight
1194,61,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,11/12/2023,Express
1195,32,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,10/13/2023,Overnight
1196,77,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,12/14/2023,Standard
1196,77,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,4/7/2024,Express
1196,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,5/10/2024,Express
1197,77,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,62.25,20.75,3,5/10/2024,Overnight
1197,77,Female,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,6/30/2024,Standard
1197,77,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4175.64,463.96,9,9/21/2024,Express
1199,60,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,7/11/2024,Express
1203,43,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,1/17/2024,Standard
1203,43,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,4/30/2024,Standard
1205,74,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,8/2/2024,Standard
1208,62,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,7/25/2024,Standard
1210,24,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2/26/2024,Standard
1210,24,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,4/29/2024,Overnight
1211,24,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,1/4/2024,Standard
1211,24,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,1/29/2024,Overnight
1211,24,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,7/7/2024,Standard
1212,79,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,4/10/2024,Overnight
1215,47,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,12/18/2023,Standard
1215,47,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,7120.71,791.19,9,9/15/2024,Overnight
1216,35,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,9/20/2024,Express
1217,43,Female,No,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,2/9/2024,Express
1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2/15/2024,Express
1217,43,Female,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,3/22/2024,Overnight
1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,3/24/2024,Express
1218,48,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,2534.49,844.83,3,12/29/2023,Overnight
1220,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,8448.3,844.83,10,3/13/2024,Standard
1220,72,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,8/8/2024,Overnight
1222,32,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,8/13/2024,Standard
1223,53,Male,No,Smartphone,SKU1001,5,Completed,Cash,166,20.75,8,3/8/2024,Standard
1224,63,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,3955.95,791.19,5,6/19/2024,Standard
1224,63,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,6/28/2024,Standard
1226,40,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,927.92,463.96,2,5/25/2024,Overnight
1226,40,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,8/18/2024,Express
1227,23,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2/10/2024,Overnight
1228,35,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,10/18/2023,Express
1229,67,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,1/11/2024,Overnight
1232,22,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2/23/2024,Standard
1234,58,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,5/27/2024,Standard
1234,58,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,9/23/2024,Overnight
1235,38,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,8/22/2024,Express
